AR,PR,MA,ML,AR,EC,CA,ED,EX,R,Class
44305,760.743,271.0108236,208.2624982,1.301294405,0.639891088,44628,237.509743,0.788625845,0.962025702,0
44344,772.196,263.9895261,214.3562534,1.231545719,0.583674518,44806,237.6142554,0.750982252,0.934522225,0
44351,769.972,268.1440908,210.7816343,1.272141625,0.618129859,44773,237.6330092,0.741903647,0.940076975,0
44353,758.998,256.4685192,220.3236834,1.164053338,0.51186288,44767,237.6383671,0.774454339,0.967501399,0
44358,758.485,260.4314029,217.2073703,1.198998922,0.551720445,44677,237.6517615,0.779824901,0.968919793,0
44369,780.415,272.2403783,208.0100428,1.308784781,0.645136231,44967,237.6812264,0.789034713,0.915457713,0
44370,761.446,258.4358299,218.8442898,1.180911918,0.531906314,44732,237.6839048,0.786437193,0.96165894,0
44385,768.664,255.6372875,221.4859426,1.15419193,0.499338424,44875,237.7240779,0.783190994,0.944002197,0
44409,758.724,268.853506,210.6264322,1.276447135,0.621486928,44698,237.7883406,0.777958798,0.969422765,0
44417,769.784,277.7135197,203.8245272,1.362512763,0.679216384,44833,237.8097577,0.74655439,0.94193585,0
44417,765.401,275.0257092,206.0544958,1.334723167,0.662322309,44758,237.8097577,0.757503923,0.952754559,0
44421,788.512,259.8055498,218.3461679,1.189879137,0.541933313,45157,237.8204655,0.758490566,0.897804093,0
44429,759.18,264.1860475,214.2718159,1.23294819,0.584957301,44767,237.8418797,0.771980122,0.968694615,0
44429,752.449,248.3909893,228.1029765,1.088942341,0.395833567,44704,237.8418797,0.779169078,0.986102963,0
44436,772.915,270.33186,209.5352252,1.290149948,0.631834039,44893,237.8606155,0.783703704,0.934719603,0
44442,766.629,263.3496817,215.2035367,1.223723763,0.576385547,44827,237.8766736,0.792644646,0.950239264,0
44459,758.56,257.0304179,220.5112713,1.165611247,0.513785015,44768,237.9221657,0.766534483,0.97093393,0
44460,774.803,264.3375604,214.7831933,1.230718085,0.582914127,44927,237.9248414,0.745998188,0.930672187,0
44466,760.049,269.4836158,210.2681728,1.281618669,0.625451195,44807,237.9408952,0.770534415,0.967285647,0
44478,772.434,259.7576665,218.7177415,1.187638756,0.539466792,44910,237.9729995,0.786608659,0.936768656,0
44484,769.816,269.316819,210.9512926,1.276677738,0.621665266,44848,237.98905,0.773917431,0.943278269,0
44487,761.329,264.0926898,214.979129,1.228457344,0.58082412,44806,237.9970748,0.783263201,0.96449113,0
44495,764.275,263.049911,215.7272214,1.219363552,0.572220287,44839,238.0184731,0.776689708,0.957242049,0
44495,793.424,296.3986318,191.4147962,1.548462489,0.763505023,45063,238.0184731,0.787020659,0.888199264,0
44515,809.186,274.9714228,206.5348797,1.331355862,0.660172545,45305,238.0719604,0.771972114,0.85431793,0
44515,757.601,265.5904698,213.9674526,1.241265747,0.592420038,44780,238.0719604,0.771744595,0.97461965,0
44517,757.197,261.8157548,216.6867686,1.208268306,0.561272971,44812,238.0773085,0.771257796,0.975703773,0
44524,758.387,258.916322,219.1299765,1.181565052,0.53265079,44860,238.0960258,0.782977227,0.972797125,0
44538,761.462,265.1809215,214.2723373,1.237588224,0.589150664,44899,238.133456,0.785211826,0.965259544,0
44542,789.281,285.5254747,199.032858,1.434564511,0.716997579,45086,238.1441492,0.797729064,0.898496275,0
44543,764.877,269.8147058,210.5971091,1.28118903,0.625124633,44928,238.1468224,0.785590829,0.95676686,0
44554,771.972,257.6997529,220.5798625,1.168283224,0.517047302,45003,238.1762261,0.774852174,0.939492825,0
44556,772.808,270.4781599,210.4505286,1.28523393,0.628179475,44972,238.1815718,0.775170062,0.937503377,0
44564,761.869,267.5093662,212.5174328,1.25876434,0.607355885,44905,238.2029535,0.759234019,0.964791401,0
44565,833.876,272.2965416,209.5186986,1.299628832,0.638706499,45809,238.2056261,0.699212376,0.805379973,0
44581,813.758,256.8397138,221.4744633,1.15968094,0.506387316,45046,238.2483833,0.781875899,0.845997594,0
44593,778.735,294.6919305,193.1196497,1.525955183,0.755345092,44946,238.2804462,0.696199963,0.924053605,0
44598,783.045,263.6465646,216.4566255,1.218011063,0.570912941,45129,238.2938044,0.791727321,0.914011806,0
44634,774.05,266.8971937,213.6078863,1.249472566,0.599549468,45116,238.3899617,0.738777807,0.93613319,0
44652,779.929,292.0676941,195.0679146,1.49726158,0.744263618,45012,238.4380258,0.789755744,0.922445342,0
44665,762.969,256.4415942,221.8978366,1.155674153,0.501261573,45067,238.4727328,0.756418507,0.964191763,0
44699,767.062,264.3649451,215.4349162,1.227122092,0.579580718,45085,238.5634809,0.756943033,0.954655622,0
44704,770.546,283.7721789,200.7846995,1.413315754,0.706657306,45040,238.5768233,0.731138479,0.94614807,0
44706,773.551,266.7842277,213.6209863,1.248867128,0.599031185,45128,238.58216,0.78089083,0.93885338,0
44716,766.11,260.5966617,218.6403051,1.191896716,0.544133158,45132,238.608842,0.788349994,0.957393664,0
44722,776.694,264.2160633,216.073136,1.222808481,0.575517375,45158,238.6248498,0.763851882,0.931603649,0
44724,765.1,266.5169539,213.9523996,1.245683406,0.596285842,45054,238.6301854,0.808810764,0.960094759,0
44724,772.269,259.2741479,219.9767272,1.178643537,0.529302889,45134,238.6301854,0.786951014,0.942352309,0
44737,765.217,264.9758004,215.2640622,1.230933755,0.583112518,45101,238.6648644,0.785135135,0.960080176,0
44749,769.137,266.7535747,213.844924,1.247415976,0.597784018,45131,238.6968713,0.781368954,0.950573692,0
44756,827.325,266.577995,214.2619832,1.244168429,0.59496758,45565,238.7155401,0.751948925,0.821691573,0
44782,765.251,272.7314485,209.398835,1.302449693,0.640708804,45136,238.7848682,0.74918861,0.960960503,0
44808,771.941,262.1943201,217.9452746,1.20302824,0.555920174,45203,238.8541763,0.775332226,0.944924713,0
44826,783.558,265.823267,214.9560392,1.236640143,0.588300106,45376,238.902147,0.752492866,0.917482,0
44829,766.523,270.2590696,211.4813251,1.277933499,0.622633829,45200,238.9101412,0.783189783,0.958779046,0
44830,827.094,272.4069663,209.9364441,1.297568735,0.637231936,45467,238.9128058,0.786836332,0.823509972,0
44868,898.66,271.6077667,210.9555106,1.287512072,0.629880886,45687,239.0140412,0.737802772,0.698161269,0
44901,760.063,256.0665644,223.6304356,1.145043445,0.487130289,45226,239.1019214,0.799007047,0.976712384,0
44903,772.654,277.1386431,206.6872579,1.340859837,0.666180995,45351,239.1072464,0.736307884,0.94518127,0
44906,767.466,263.5482273,217.3843647,1.212360547,0.565370411,45287,239.1152337,0.776651678,0.958067144,0
44911,770.999,261.8356413,218.8099031,1.196635242,0.549221921,45359,239.1285453,0.766857338,0.949412532,0
44928,766.3,269.9416282,212.1921254,1.272156673,0.618141683,45295,239.1737993,0.794510858,0.961455745,0
44937,775.198,275.443937,208.5318545,1.320872236,0.653327404,45290,239.1977538,0.774175209,0.939698757,0
44945,772.411,272.5886252,211.348057,1.289761681,0.631547685,45285,239.2190447,0.786852241,0.946660702,0
44957,777.754,277.8000417,206.3069985,1.346537169,0.669684558,45371,239.2509775,0.769192602,0.933947965,0
44987,765.398,263.8115501,217.3656669,1.213676262,0.566672758,45335,239.3307907,0.787174103,0.964988751,0
45003,769.437,270.822761,211.8641012,1.278285276,0.622904372,45353,239.373347,0.757626263,0.955223937,0
45009,768.751,277.9183465,206.4853569,1.345947,0.669323269,45398,239.3893036,0.743643123,0.95705708,0
45010,797.835,289.7970268,198.0833748,1.463005298,0.729927548,45724,239.3919629,0.709053388,0.888572173,0
45014,772.981,270.3666607,212.2463107,1.273834441,0.619456007,45454,239.4026,0.774607654,0.946716252,0
45037,782.176,255.5774683,224.6429349,1.137705348,0.476891438,45554,239.4637538,0.791163812,0.925060944,0
45066,768.715,268.4169536,214.1847085,1.25320316,0.602716742,45424,239.5408385,0.776036644,0.958358867,0
45073,782.275,270.1065059,212.858481,1.268948762,0.615606268,45552,239.5594415,0.793315263,0.925566072,0
45084,763.811,261.1382038,219.9778723,1.187111235,0.538882343,45425,239.5886718,0.773098292,0.97109225,0
45085,773.652,264.8520015,216.9371436,1.220869774,0.573667635,45537,239.5913289,0.783596357,0.946565416,0
45116,766.705,259.0206881,222.0805849,1.166336482,0.514674738,45484,239.673685,0.774191334,0.964459202,0
45125,894.185,273.8982945,211.2701191,1.296436503,0.636417057,46673,239.6975896,0.675503727,0.709205865,0
45137,774.785,272.9422702,210.7777727,1.294929094,0.63532721,45520,239.7294586,0.769101009,0.944887593,0
45142,787.312,266.8412876,216.1488024,1.234525867,0.58639178,45731,239.7427361,0.790356468,0.915159766,0
45154,773.686,273.6448496,210.4505268,1.300281134,0.639171234,45500,239.7745992,0.757642874,0.94793076,0
45169,766.629,265.7160514,217.2634507,1.223013123,0.575711767,45532,239.814422,0.809393255,0.965783658,0
45174,768.607,275.315634,209.473988,1.31431896,0.648927417,45529,239.8276948,0.793570487,0.960925549,0
45195,765.944,270.5319702,213.1831864,1.269011758,0.615656343,45511,239.8834326,0.785098843,0.968068787,0
45217,773.044,278.3089933,207.1983704,1.343200686,0.667633179,45541,239.9418106,0.734734003,0.950830669,0
45218,788.51,269.4230654,213.9499604,1.259280744,0.607781771,45684,239.9444639,0.784054654,0.913917098,0
45244,774.166,278.4999888,207.1100621,1.344695598,0.668554967,45600,240.013437,0.753689822,0.948642702,0
45252,786.514,269.9056337,215.013446,1.255296535,0.604474461,45733,240.0346556,0.714024236,0.919252305,0
45278,771.915,275.8822277,209.2012554,1.318740784,0.651906755,45666,240.1036029,0.79355732,0.954900539,0
45328,795.88,295.0024359,195.9358849,1.50560698,0.747569176,45823,240.2361382,0.778671064,0.89925164,0
45339,765.979,262.8302917,219.8376812,1.195565247,0.548082243,45690,240.2652861,0.759142053,0.971064493,0
45347,834.011,264.891106,220.2328694,1.202777345,0.555660823,46554,240.2864824,0.793945654,0.819247015,0
45357,776.822,273.0395633,211.9180462,1.288420539,0.630555577,45741,240.3129752,0.75568551,0.944519988,0
45363,779.489,287.1038322,201.8698685,1.422222317,0.711066312,45774,240.3288694,0.818235931,0.938191838,0
45375,786.539,267.8203172,216.1716257,1.238924472,0.590344073,46073,240.3606547,0.729372619,0.921692341,0
45381,767.7,267.1976343,216.3952376,1.234766704,0.586609967,45728,240.3765458,0.770318441,0.967611106,0
45422,779.468,265.7687924,217.9280096,1.219525626,0.572376459,45912,240.4851068,0.77208907,0.939462687,0
45428,769.104,265.4741881,218.1533583,1.216915431,0.569848474,45811,240.5009897,0.785136536,0.965080057,0
45443,778.406,268.4356503,215.8949664,1.243362246,0.594262916,45872,240.5406923,0.780727073,0.942463433,0
45454,813.599,263.4350355,220.4674549,1.194893077,0.547363515,46295,240.5698033,0.746028099,0.862901372,0
45454,777.58,278.065298,208.3350827,1.334702223,0.66230901,45868,240.5698033,0.789954814,0.944695417,0
45460,783.344,267.2120104,217.5853339,1.228079143,0.580472617,45965,240.5856806,0.770338739,0.930966927,0
45475,773.603,270.4200681,214.4588917,1.260941274,0.609145681,45854,240.6253692,0.771704453,0.954874468,0
45477,772.981,270.523063,214.2699641,1.262533758,0.610445803,45827,240.6306605,0.794496855,0.956453881,0
45479,772.273,266.0924017,218.0103624,1.22054933,0.57336047,45886,240.6359517,0.752527509,0.95825053,0
45510,778.457,285.0243848,203.5342175,1.400375761,0.700049774,45877,240.7179505,0.782402393,0.943729309,0
45512,784.574,265.3760649,218.6235884,1.213849186,0.566843388,46089,240.7232398,0.796834512,0.929111768,0
45514,770.882,261.7816322,221.67977,1.180899963,0.531892667,45919,240.7285289,0.762506282,0.962451955,0
45530,769.815,267.0581518,217.3855045,1.228500274,0.580863986,45833,240.7708381,0.775744565,0.965461091,0
45545,785.8,274.0362266,212.1982768,1.29141589,0.632765,46060,240.8104962,0.762259414,0.926886425,0
45598,774.842,260.7270609,223.1483769,1.168402229,0.5171916,45973,240.9505691,0.790479162,0.954397628,0
45601,786.993,285.3914353,204.1372873,1.398036778,0.698829008,46050,240.9584953,0.7518466,0.92521463,0
45604,774.694,275.5767214,211.1519401,1.305111008,0.642580302,46000,240.9664213,0.779182613,0.954887957,0
45606,791.464,283.6137233,205.3790132,1.380928454,0.689641998,46088,240.9717051,0.789440886,0.914891338,0
45623,770.991,270.4839862,215.0498095,1.257773661,0.606536548,46014,241.016613,0.750217881,0.964484131,0
45626,790.051,265.7257992,218.9481851,1.21364696,0.566643832,46200,241.0245371,0.772641062,0.918569468,0
45628,777.737,265.0395503,219.313577,1.208495862,0.561502698,46097,241.0298196,0.776977437,0.947928926,0
45646,771.593,274.6355365,211.9024499,1.296047009,0.636135998,45953,241.0773574,0.779274434,0.963465198,0
45650,772.065,261.4591461,222.5587218,1.174787238,0.524812328,46028,241.0879201,0.754957249,0.96237186,0
45653,777.821,266.987536,218.420544,1.222355421,0.575086426,46020,241.0958418,0.748495729,0.948243462,0
45654,779.187,268.0358794,217.2553626,1.23373654,0.585675224,46140,241.0984823,0.74842623,0.944942326,0
45656,771.851,271.8282641,213.9350916,1.270610923,0.616923676,45988,241.1037633,0.75524383,0.96303214,0
45670,788.865,294.6471356,197.8137453,1.489518007,0.741133107,46048,241.1407266,0.704468679,0.922222046,0
45678,773.561,269.2582706,216.1704385,1.245583219,0.596198902,46084,241.1618459,0.77537302,0.959241174,0
45692,773.948,267.3380449,218.1230134,1.225629706,0.578182996,46025,241.1988003,0.796333089,0.958575815,0
45719,774.718,261.8543546,222.7284353,1.175666476,0.525843451,46106,241.2700536,0.774215945,0.957236595,0
45725,778.722,276.2327551,210.989002,1.309228218,0.645442605,46072,241.2858848,0.744913087,0.947542481,0
45726,811.461,269.9139515,216.7664062,1.245183496,0.595851698,46322,241.2885232,0.78090684,0.872645337,0
45735,776.332,267.1302742,218.329889,1.223516741,0.576189465,46119,241.3122678,0.753385168,0.953594136,0
45738,786.456,290.0632965,201.2120227,1.441580342,0.720280279,46160,241.3201821,0.745598592,0.929261991,0
45739,777.912,281.456879,207.090108,1.359103444,0.677221542,46085,241.3228202,0.780782165,0.949807484,0
45753,906.221,275.3211301,212.1319136,1.297876992,0.637453243,46399,241.3597499,0.77911927,0.700101803,0
45754,771.006,262.5414129,222.1515576,1.181812164,0.532931869,46104,241.3623876,0.786286303,0.967215876,0
45794,777.051,279.9184231,208.5809112,1.342013618,0.666898107,46143,241.4678689,0.777342092,0.953058143,0
45813,786.056,272.7826004,214.1422759,1.273838149,0.619458902,46250,241.5179564,0.754123457,0.93173331,0
45862,778.266,274.2327099,213.1213698,1.28674431,0.629309012,46192,241.6470815,0.783095706,0.951495499,0
45886,784.353,272.1067918,215.2976279,1.263863399,0.611525468,46375,241.7103013,0.761075451,0.937274801,0
45906,780.126,272.7095784,214.8186902,1.269487204,0.616033905,46319,241.7629718,0.788722231,0.947872256,0
45919,776.844,254.5527528,229.8039285,1.107695392,0.43011257,46375,241.7972015,0.779543332,0.956168989,0
45932,777.532,273.7150697,214.2982457,1.277262298,0.622116678,46306,241.8314263,0.776088132,0.954747822,0
45951,784.074,269.2993453,217.603471,1.237569162,0.589133594,46376,241.8814386,0.748107386,0.939270593,0
45956,779.419,282.8423293,207.051301,1.366049514,0.681263923,46324,241.894598,0.744202617,0.950626919,0
45982,803.092,261.3146512,224.2230512,1.165422778,0.513553275,46659,241.9630152,0.77270283,0.895915647,0
45984,790.582,293.5218655,199.762426,1.46935473,0.732682275,46363,241.9682773,0.750269212,0.924533743,0
45988,774.279,268.1410248,218.6060795,1.226594546,0.579087603,46335,241.9788011,0.799819124,0.963960916,0
45989,769.145,267.9785692,218.8411482,1.224534652,0.577151987,46275,241.981432,0.794832354,0.976893878,0
45993,773.877,270.5475939,216.6622932,1.248706408,0.598893399,46334,241.9919552,0.768471178,0.965067574,0
45993,775.581,260.7370546,224.9751898,1.158959149,0.505471704,46415,241.9919552,0.773576655,0.960831604,0
46009,798.716,287.505734,203.9274163,1.409843459,0.704908141,46553,242.0340435,0.78642486,0.906291463,0
46015,775.166,277.2145631,211.5356223,1.310486433,0.646309435,46401,242.0498247,0.785372931,0.962320769,0
46021,782.884,281.7103845,208.4104812,1.351709294,0.672822398,46432,242.0656049,0.740482703,0.943563387,0
46028,779.483,262.7993586,223.4295487,1.176206819,0.526474991,46414,242.0840139,0.771453473,0.951959939,0
46090,779.136,276.9653075,212.8479067,1.30123576,0.639849493,46412,242.2470033,0.76612367,0.954091506,0
46092,774.513,268.3126145,219.006491,1.225135444,0.577718211,46436,242.2522592,0.788261249,0.965557172,0
46119,774.893,258.1131983,227.8827401,1.132657954,0.469600415,46508,242.3232027,0.7909278,0.965175458,0
46132,785.214,263.0752199,223.872677,1.175110887,0.52519239,46785,242.3573533,0.768098568,0.940234275,0
46137,784.568,272.4072947,215.9622903,1.261365094,0.609492445,46611,242.3704868,0.770182292,0.941885333,0
46151,786.415,274.7575357,214.4113065,1.281450779,0.625323644,46749,242.407257,0.730468503,0.937750712,0
46173,792.175,286.6587399,205.4085909,1.395553801,0.697524011,46608,242.4650274,0.782659547,0.924603838,0
46202,780.633,260.0997339,226.3979187,1.148860977,0.492296914,46732,242.5411583,0.776869787,0.952745326,0
46217,779.227,270.7798305,217.7277888,1.243662245,0.594525395,46553,242.5805269,0.754563265,0.956497041,0
46250,782.848,281.7191347,209.3760487,1.345517486,0.669059909,46601,242.6671155,0.795083376,0.948345763,0
46294,782.096,270.6347841,218.8189766,1.236797595,0.588441583,46720,242.7825189,0.755894455,0.95107429,0
46323,782.327,262.0060272,225.6030472,1.161358547,0.508502481,46742,242.8585503,0.774917194,0.951108151,0
46343,784.808,280.3904973,210.8225172,1.329983633,0.659289772,46736,242.9109718,0.776733038,0.945512262,0
46347,779.401,261.4360325,225.8533322,1.157547821,0.503671612,46748,242.9214548,0.76769032,0.958759267,0
46371,810.787,281.3781027,210.3387961,1.337737535,0.664227155,46994,242.984343,0.738626951,0.886426584,0
46374,793.148,294.1277065,201.0404146,1.463027755,0.729937373,46747,242.9922029,0.712678654,0.926351811,0
46379,795.796,276.5100037,213.9154064,1.292613788,0.63364215,46847,243.0053021,0.789765858,0.920296437,0
46380,809.834,308.6616563,191.7464054,1.609738945,0.78363721,46786,243.0079219,0.772227772,0.888686527,0
46382,776.201,268.4691512,220.3100487,1.21859694,0.571480164,46718,243.0131613,0.77380714,0.967410818,0
46390,779.816,274.5603828,215.7288407,1.272710603,0.618576502,46750,243.0341179,0.775233957,0.958627654,0
46411,783.759,286.8878275,206.3306558,1.390427546,0.694799752,46760,243.0891205,0.791591335,0.949436029,0
46414,786.458,286.1471902,207.1665155,1.381242473,0.689814827,46778,243.096977,0.732856489,0.942991532,0
46418,780.558,271.7285301,217.911111,1.246969597,0.597398984,46840,243.1074519,0.767353821,0.957383481,0
46427,811.657,293.9180293,202.2461601,1.453268775,0.725612114,46974,243.1310189,0.683795805,0.885595515,0
46448,777.498,278.5876383,212.4825018,1.311108613,0.646736728,46761,243.1859995,0.787681454,0.9655579,0
46460,831.866,275.3004714,215.4814748,1.277606215,0.622381817,47213,243.2174115,0.760343022,0.843688872,0
46474,783.172,278.4977783,212.6539866,1.309628767,0.645718956,46851,243.2540536,0.78291779,0.95215053,0
46480,793.169,269.2271617,220.0689481,1.223376419,0.576056465,47029,243.2697557,0.755919854,0.928420068,0
46494,799.436,254.0924038,233.2003968,1.089588214,0.397094066,47084,243.30639,0.769106068,0.914196117,0
46503,780.526,268.3833664,221.3346673,1.212568143,0.565576378,46896,243.3299376,0.757254519,0.959215275,0
46568,783.891,275.3549027,216.0214592,1.274664581,0.620103373,46944,243.4999366,0.769973545,0.952326992,0
46594,804.546,268.3298831,221.4171309,1.211874989,0.564887953,47173,243.5679029,0.785495128,0.9045615,0
46610,785.646,276.2100809,215.1219326,1.283969875,0.627229515,47018,243.609719,0.746859377,0.948932147,0
46625,785.298,281.1157886,211.6732848,1.328064564,0.65804862,46992,243.648915,0.735874369,0.950079016,0
46625,785.745,275.8307819,215.8361969,1.277963502,0.622656917,47081,243.648915,0.748346816,0.948998348,0
46680,796.926,286.4499688,207.875944,1.377985174,0.688014212,47243,243.7925798,0.726423903,0.923644225,0
46699,783.519,275.6673112,216.0020244,1.276225591,0.621315456,47066,243.8421897,0.78567583,0.955913027,0
46701,781.494,274.3479976,217.1541499,1.263379022,0.611132771,47058,243.8474113,0.753339141,0.960914503,0
46716,785.04,267.5060492,222.6182005,1.201636024,0.554477444,47132,243.8865691,0.786994609,0.952559126,0
46828,779.434,268.1653772,222.5908282,1.204745853,0.557688109,47157,244.1787489,0.797208035,0.968627469,0
46841,833.57,295.6766049,202.56788,1.459642096,0.728449546,47465,244.21264,0.703571858,0.847133527,0
46887,789.514,276.5854475,216.185838,1.279387448,0.623749824,47344,244.3325245,0.762452232,0.945241191,0
46918,790.933,281.7664015,212.6099018,1.325274124,0.656230058,47341,244.4132831,0.718059382,0.942475269,0
46925,776.375,256.5118827,233.1686431,1.100113117,0.41680171,47253,244.4315152,0.776454042,0.978297764,0
46946,796.12,285.4887092,209.8555182,1.360406015,0.677986159,47380,244.4862034,0.767593198,0.930789316,0
46954,799.219,296.8753171,201.6864276,1.471964776,0.733801365,47395,244.5070338,0.724889616,0.923742361,0
46973,781.213,275.0607617,217.7319469,1.263299968,0.611068613,47306,244.5564989,0.751832645,0.967206571,0
46975,790.564,284.7055874,210.22939,1.354261587,0.67435228,47450,244.5617051,0.778401935,0.944501354,0
47044,792.003,279.620142,214.5121886,1.303516335,0.641460923,47419,244.7412535,0.779829593,0.942454629,0
47049,797.773,263.8740048,227.2606123,1.161107515,0.508187116,47536,244.7542591,0.795283976,0.928969795,0
47096,807.722,255.1785001,235.3415611,1.084289995,0.386564204,47740,244.8764782,0.795271868,0.907131113,0
47107,792.499,284.3996312,211.2066345,1.346546863,0.669690487,47479,244.9050739,0.795457616,0.942535823,0
47171,792.111,277.0274819,217.0810363,1.276147777,0.621255197,47597,245.0713826,0.762297996,0.944741207,0
47210,791.788,277.1429371,217.1949246,1.27601019,0.621148608,47669,245.1726716,0.749781625,0.946293885,0
47211,853.59,275.6104513,218.7119252,1.260152829,0.608499129,47904,245.1752682,0.791135316,0.814243736,0
47239,820.129,283.1273358,212.9647399,1.329456397,0.658949552,48050,245.247962,0.764682077,0.882564027,0
47273,784.934,270.0951595,223.4075828,1.208979374,0.561990081,47632,245.336204,0.779362305,0.964176951,0
47300,809.261,281.0139788,214.5581051,1.309733691,0.645791284,47819,245.406256,0.774609829,0.907598526,0
47369,800.778,272.1428992,222.1526616,1.225026508,0.577615646,47880,245.5851868,0.746344615,0.928281754,0
47397,795.724,276.4688863,218.6554002,1.264404565,0.611963374,47788,245.6577593,0.778505962,0.940666773,0
47406,803.384,281.5049052,215.0450278,1.309050984,0.645320208,48073,245.6810816,0.804364056,0.922989626,0
47407,808.47,291.717734,207.1099133,1.408516519,0.704235123,47884,245.6836728,0.732063992,0.911432518,0
47447,785.622,267.906122,225.6713571,1.187151641,0.538927159,47852,245.7872997,0.765966034,0.966031635,0
47465,801.514,281.1132319,215.1272631,1.306729923,0.643710527,47925,245.8339175,0.778165781,0.928455566,0
47484,794.213,282.4130237,214.3820412,1.317335268,0.650964473,47848,245.8831156,0.744450019,0.945982663,0
47496,793.007,276.264608,219.2654235,1.259955189,0.608336759,47965,245.914183,0.748675914,0.949101933,0
47518,785.966,276.5853784,218.976221,1.263084079,0.610893307,47854,245.9711298,0.795706487,0.966630509,0
47532,811.908,277.2422688,218.4199373,1.269308435,0.615892018,48007,246.0073618,0.786380782,0.906112895,0
47533,800.405,279.5917352,216.6850632,1.290313836,0.631954792,48024,246.0099496,0.777941441,0.932364015,0
47534,786.076,278.3614339,217.7840958,1.278153177,0.622802818,47834,246.0125373,0.772157245,0.966685384,0
47562,802.028,290.0399054,209.4093521,1.385037977,0.691891111,47944,246.0849837,0.733981481,0.92916087,0
47705,803.672,283.6167927,214.3764565,1.322984796,0.654725672,48140,246.4546459,0.778539372,0.928145554,0
47720,799.753,293.7524103,207.022057,1.418942573,0.709455578,48085,246.4933895,0.779267436,0.937558862,0
47735,795.626,273.7960664,222.4660455,1.230731934,0.582926871,48141,246.5321271,0.752324665,0.947608303,0
47762,816.963,293.8713184,207.3700756,1.417134645,0.708561314,48372,246.6018393,0.717804596,0.899264797,0
47779,819.346,298.5944464,203.9627105,1.463965867,0.730347267,48331,246.6457221,0.723924242,0.894359746,0
47812,802.135,282.2464816,216.0487319,1.306401936,0.643482046,48280,246.730884,0.746129838,0.93379564,0
47829,800.678,292.0089795,208.7494588,1.398849038,0.69925388,48359,246.7747438,0.797375923,0.937530431,0
47930,790.823,272.4669677,224.5130013,1.213591044,0.566588625,48282,247.0351622,0.760286793,0.963071896,0
47971,905.348,281.9002603,217.3496658,1.296989619,0.636815537,48879,247.1407983,0.741666667,0.735457435,0
48004,795.841,281.0863977,217.8036746,1.290549382,0.632128222,48377,247.2257897,0.77520832,0.952433522,0
48007,809.638,284.681009,214.8948298,1.324745734,0.655883835,48696,247.2335148,0.741535372,0.920306871,0
48067,791.313,271.5494225,225.7855432,1.202687376,0.555567752,48402,247.3879649,0.733993006,0.964628925,0
48094,820.094,296.8403893,206.417061,1.438061311,0.718641608,48614,247.4574361,0.795270773,0.898614649,0
48112,788.422,278.3762766,220.3733696,1.263202887,0.610989798,48427,247.5037393,0.801439232,0.972625846,0
48123,798.934,276.4188256,221.9289894,1.245528249,0.596151187,48499,247.5320315,0.756960393,0.947416077,0
48201,792.906,277.4665035,221.4105608,1.253176463,0.602694236,48558,247.732556,0.788216248,0.963435188,0
48202,815.613,272.3113872,225.9420202,1.205226841,0.558180833,48782,247.7351258,0.756537025,0.910555965,0
48224,796.462,275.8280279,222.8614674,1.237665852,0.589220165,48642,247.791654,0.779377778,0.955307032,0
48237,813.952,314.599982,195.3707361,1.610271775,0.783800119,48597,247.825051,0.77917232,0.914939894,0
48324,812.215,285.3797054,216.0143229,1.321114737,0.653488405,48849,248.0484383,0.776700902,0.9205147,0
48327,803.021,290.2072274,212.2914675,1.36702257,0.681823398,48756,248.0561378,0.771503831,0.941772261,0
48335,812.408,293.9535048,209.524802,1.402953263,0.701385522,48862,248.0766684,0.734730794,0.920286824,0
48357,820.651,296.7043203,207.8179902,1.427712394,0.71372976,48825,248.1331188,0.740093971,0.902302598,0
48412,800.234,282.5322441,218.7625208,1.29150205,0.632828211,48785,248.2741888,0.765407115,0.950011559,0
48433,803.54,269.4073367,229.0584799,1.176150897,0.526409707,48921,248.3280308,0.77654321,0.942619095,0
48484,809.471,276.0622116,224.3356954,1.230576396,0.582783697,49140,248.4587412,0.781143262,0.929834632,0
48538,828.59,271.5869147,227.8805758,1.19179493,0.544022656,49197,248.5970656,0.74738236,0.888407807,0
48598,813.192,301.3699872,206.0170445,1.462840067,0.729855243,49088,248.7506691,0.758537804,0.923510985,0
48606,805.113,287.380339,215.5698919,1.333119094,0.661301136,48997,248.7711424,0.738782831,0.942293224,0
48611,804.782,284.4975919,217.9497639,1.305335627,0.642737487,49059,248.7839374,0.74623131,0.94316551,0
48620,898.957,288.2629577,215.4478056,1.337971195,0.664374045,49827,248.8069667,0.723964383,0.756043844,0
48644,835.917,323.1527042,192.3552368,1.679978719,0.803543797,49179,248.8683676,0.718183429,0.874808167,0
48673,807.338,278.9753671,222.6076032,1.253215807,0.602727403,49337,248.9425403,0.740026151,0.938398252,0
48673,799.093,270.6905941,229.2923642,1.180547792,0.531490274,49078,248.9425403,0.751544068,0.957862843,0
48686,795.84,279.1326831,222.3941818,1.255125834,0.604331651,49041,248.9757829,0.795301959,0.965967315,0
48782,811.014,274.6782807,226.3339856,1.213597154,0.566594658,49312,249.2211297,0.802414712,0.931993242,0
48813,813.947,288.045974,216.1629714,1.332540778,0.660931679,49316,249.3003046,0.736155517,0.925876604,0
48868,800.747,286.9172527,217.1602035,1.321223908,0.653560843,49210,249.4407145,0.755768636,0.957731538,0
